,Date,Price,Open,High,Low,Vol.,Change %,Currency
913,03/17/2020,487.5,489.75,490.39,488.38,2.60K,0.31%,USD
914,03/16/2020,486.0,487.83,487.92,487.4,0.06K,-0.10%,USD
915,03/13/2020,486.5,484.25,490.0,484.17,3.25K,0.62%,USD
916,03/12/2020,483.5,483.5,485.1,482.02,4.16K,0.31%,USD
917,03/11/2020,482.0,483.0,483.9,482.01,8.23K,0.21%,USD
918,03/10/2020,481.0,478.75,483.7,478.75,7.94K,0.73%,USD
919,03/09/2020,477.5,479.8,481.4,478.5,4.42K,-0.10%,USD
920,03/06/2020,478.0,479.6,481.1,478.5,7.10K,0.00%,USD
921,03/05/2020,478.0,479.0,480.3,479.0,7.18K,0.00%,USD
922,03/04/2020,478.0,478.75,479.85,478.42,7.23K,0.10%,USD
923,03/03/2020,477.5,478.75,480.0,478.13,7.90K,0.00%,USD
924,03/02/2020,477.5,478.58,479.85,478.02,4.76K,0.10%,USD
925,02/28/2020,477.0,478.25,479.5,477.65,1.49K,0.10%,USD
926,02/27/2020,476.5,478.25,478.8,477.5,4.36K,0.00%,USD
927,02/26/2020,476.5,478.25,479.2,477.05,7.88K,0.00%,USD
928,02/25/2020,476.5,478.25,478.7,477.35,8.41K,0.00%,USD
929,02/24/2020,476.5,478.33,478.71,477.55,5.60K,0.00%,USD
930,02/21/2020,476.5,478.35,479.25,477.45,3.28K,0.00%,USD
931,02/20/2020,476.5,478.5,478.81,477.67,7.21K,-0.10%,USD
932,02/19/2020,477.0,478.5,478.96,478.2,7.14K,0.00%,USD
933,02/18/2020,477.0,478.5,479.27,478.3,5.25K,0.00%,USD
934,02/17/2020,477.0,479.04,479.3,478.5,3.30K,0.00%,USD
935,02/14/2020,477.0,478.5,479.65,478.5,4.51K,-0.23%,USD
936,02/13/2020,478.1,478.75,479.85,478.5,3.47K,0.23%,USD
937,02/12/2020,477.0,478.75,479.85,478.5,5.37K,0.00%,USD
938,02/11/2020,477.0,478.75,479.8,478.45,4.14K,0.00%,USD
939,02/10/2020,477.0,478.5,479.8,478.14,3.55K,0.00%,USD
940,02/07/2020,477.0,478.5,479.15,478.23,3.81K,0.00%,USD
941,02/06/2020,477.0,478.5,479.55,478.33,6.23K,0.00%,USD
942,02/05/2020,477.0,478.5,478.88,477.8,7.39K,0.00%,USD
943,02/04/2020,477.0,478.5,479.42,478.0,7.25K,-0.17%,USD
944,02/03/2020,477.8,478.58,478.92,478.05,3.33K,0.38%,USD
945,01/31/2020,476.0,478.5,479.45,477.5,2.79K,-0.21%,USD
946,01/30/2020,477.0,478.5,479.3,478.2,4.73K,0.00%,USD
947,01/29/2020,477.0,478.5,479.42,478.15,2.81K,0.00%,USD
948,01/28/2020,477.0,478.5,478.93,478.41,4.38K,0.00%,USD
949,01/27/2020,477.0,478.85,478.93,478.4,2.68K,-0.18%,USD
950,01/24/2020,477.85,478.5,479.55,477.85,4.44K,0.18%,USD
951,01/23/2020,477.0,478.25,479.85,478.11,4.91K,0.10%,USD
952,01/22/2020,476.5,478.25,479.7,477.94,4.96K,0.00%,USD
953,01/21/2020,476.5,478.75,480.1,478.0,4.93K,-0.21%,USD
954,01/20/2020,477.5,479.58,480.9,478.5,3.08K,-0.10%,USD
955,01/17/2020,478.0,479.75,480.3,479.0,4.89K,0.00%,USD
956,01/16/2020,478.0,479.75,480.4,478.5,6.52K,0.00%,USD
957,01/15/2020,478.0,479.75,480.55,479.0,6.39K,0.00%,USD
958,01/14/2020,478.0,478.75,480.5,478.5,5.97K,0.10%,USD
959,01/13/2020,477.5,478.75,480.1,478.0,3.04K,0.00%,USD
960,01/10/2020,477.5,478.75,479.8,478.5,5.51K,0.00%,USD
961,01/09/2020,477.5,478.75,479.8,478.45,4.52K,0.00%,USD
962,01/08/2020,477.5,478.75,479.8,478.5,3.10K,0.00%,USD
963,01/07/2020,477.5,478.75,479.8,478.5,4.87K,0.00%,USD
964,01/06/2020,477.5,479.68,479.7,478.5,2.53K,0.00%,USD
965,01/03/2020,477.5,479.0,479.7,478.5,1.34K,-0.10%,USD
966,01/02/2020,478.0,479.0,479.7,478.5,2.26K,0.00%,USD
967,01/01/2020,478.0,479.0,479.7,479.0,2.04K,0.00%,USD
968,12/31/2019,478.0,479.0,479.7,479.0,1.58K,0.00%,USD
969,12/30/2019,478.0,479.5,480.0,478.5,1.02K,0.00%,USD
970,12/27/2019,478.0,478.25,480.4,478.25,1.89K,0.31%,USD
971,12/26/2019,476.5,478.25,480.1,478.25,1.34K,0.00%,USD
972,12/25/2019,476.5,478.25,480.2,478.25,2.58K,0.00%,USD
973,12/24/2019,476.5,478.75,480.2,477.68,2.86K,0.00%,USD
974,12/23/2019,476.5,478.33,479.5,477.15,2.26K,0.00%,USD
975,12/20/2019,476.5,478.25,479.0,476.67,2.06K,0.00%,USD
976,12/19/2019,476.5,478.25,478.95,476.75,1.97K,0.00%,USD
977,12/18/2019,476.5,478.0,478.55,476.65,1.57K,0.11%,USD
978,12/17/2019,476.0,477.75,478.45,476.95,1.35K,0.11%,USD
979,12/16/2019,475.5,477.5,478.35,476.71,0.47K,-0.11%,USD
980,12/13/2019,476.0,478.0,478.7,476.7,1.71K,0.00%,USD
981,12/12/2019,476.0,478.0,478.55,476.86,2.35K,-0.21%,USD
982,12/11/2019,477.01,478.0,478.51,476.3,2.93K,0.21%,USD
983,12/10/2019,476.0,478.25,478.51,476.25,2.48K,-0.10%,USD
984,12/09/2019,476.5,478.02,478.51,476.75,1.47K,0.00%,USD
985,12/06/2019,476.5,478.25,478.52,476.9,1.74K,0.00%,USD
986,12/05/2019,476.5,478.25,478.97,475.5,2.75K,0.00%,USD
987,12/04/2019,476.5,478.0,478.51,476.75,2.70K,0.11%,USD
988,12/03/2019,476.0,478.0,478.52,476.7,2.47K,0.00%,USD
989,12/02/2019,476.0,477.88,478.52,476.75,1.78K,0.00%,USD
990,11/29/2019,476.0,478.0,479.0,476.5,1.66K,0.00%,USD
991,11/28/2019,476.0,477.5,478.5,476.5,2.30K,0.21%,USD
992,11/27/2019,475.0,477.5,478.05,476.25,2.40K,0.00%,USD
993,11/26/2019,475.0,477.5,478.0,476.3,2.08K,0.00%,USD
994,11/25/2019,475.0,476.93,478.0,475.8,1.51K,0.00%,USD
995,11/22/2019,475.0,477.5,478.0,476.1,2.18K,0.00%,USD
996,11/21/2019,475.0,477.5,478.0,476.2,3.21K,0.00%,USD
997,11/20/2019,475.0,477.5,478.1,476.45,3.04K,0.00%,USD
998,11/19/2019,475.0,477.75,478.15,475.98,2.89K,-0.11%,USD
999,11/18/2019,475.5,477.57,478.3,476.5,2.41K,-0.21%,USD
1000,11/15/2019,476.5,478.0,478.55,476.75,5.77K,0.11%,USD
1001,11/14/2019,476.0,477.45,478.6,476.0,2.60K,-0.09%,USD
1002,11/13/2019,476.45,478.0,478.23,476.55,3.20K,0.09%,USD
1003,11/12/2019,476.0,478.0,478.25,477.1,5.85K,0.00%,USD
1004,11/11/2019,476.0,477.15,478.11,476.5,4.78K,0.11%,USD
1005,11/08/2019,475.5,477.75,478.2,476.45,4.47K,0.00%,USD
1006,11/07/2019,475.5,477.75,478.4,476.4,9.46K,0.00%,USD
1007,11/06/2019,475.5,477.5,478.25,476.25,9.12K,0.11%,USD
1008,11/05/2019,475.0,476.55,477.79,475.75,3.42K,-0.12%,USD
1009,11/04/2019,475.55,476.45,476.95,475.25,0.51K,0.02%,USD
1010,11/01/2019,475.45,476.25,476.8,475.77,0.68K,0.20%,USD
1011,10/31/2019,474.5,476.15,476.85,475.54,0.87K,-0.14%,USD
1012,10/30/2019,475.15,476.12,476.6,475.5,0.51K,0.01%,USD
1013,10/29/2019,475.12,476.02,476.58,475.35,0.06K,0.02%,USD
1014,10/28/2019,475.02,475.8,476.52,474.85,0.11K,0.05%,USD
1015,10/25/2019,474.8,475.85,477.55,475.4,1.05K,-0.01%,USD
1016,10/24/2019,474.85,475.95,476.5,474.65,0.16K,-0.02%,USD
1017,10/23/2019,474.95,477.25,477.49,475.2,4.13K,0.09%,USD
1018,10/22/2019,474.5,477.25,478.0,475.15,3.52K,0.00%,USD
1019,10/21/2019,474.5,476.32,478.0,475.75,2.28K,0.00%,USD
1020,10/18/2019,474.5,477.25,478.0,475.5,1.11K,0.00%,USD
1021,10/17/2019,474.5,477.5,478.15,475.7,1.07K,-0.11%,USD
1022,10/16/2019,475.0,477.5,478.15,475.75,1.10K,0.00%,USD
1023,10/15/2019,475.0,477.25,478.0,475.7,1.03K,0.11%,USD
1024,10/14/2019,474.5,476.73,477.95,475.97,0.32K,-0.26%,USD
1025,10/11/2019,475.73,476.68,477.0,475.5,0.04K,0.01%,USD
1026,10/10/2019,475.68,476.65,477.6,475.5,0.22K,0.01%,USD
1027,10/09/2019,475.65,476.58,477.35,475.75,0.08K,0.14%,USD
1028,10/08/2019,475.0,476.52,477.4,475.75,0.34K,-0.11%,USD
1029,10/07/2019,475.52,476.33,476.9,475.9,0.49K,0.04%,USD
1030,10/04/2019,475.33,476.22,476.85,475.6,0.28K,0.02%,USD
1031,10/03/2019,475.22,476.15,477.1,476.05,0.19K,0.01%,USD
1032,10/02/2019,475.15,476.0,476.8,475.5,0.06K,0.03%,USD
1033,10/01/2019,475.0,476.0,476.6,475.45,0.22K,0.00%,USD
1034,09/30/2019,475.0,476.0,476.5,476.0,0.03K,0.00%,USD
1035,09/27/2019,475.0,476.01,476.51,475.5,0.46K,0.00%,USD
1036,09/26/2019,475.01,476.05,476.27,475.35,0.06K,-0.01%,USD
1037,09/25/2019,475.05,476.1,476.55,475.4,0.08K,-0.01%,USD
1038,09/24/2019,475.1,476.12,476.56,475.4,0.16K,0.00%,USD
1039,09/23/2019,475.12,476.1,476.2,475.3,0.25K,0.00%,USD
1040,09/20/2019,475.1,476.26,476.75,476.0,0.05K,-0.03%,USD
1041,09/19/2019,475.26,476.2,476.9,475.55,0.25K,0.01%,USD
1042,09/18/2019,475.2,476.05,476.9,475.5,0.06K,0.03%,USD
1043,09/17/2019,475.05,476.15,476.9,475.75,0.38K,0.01%,USD
1044,09/16/2019,475.0,476.18,477.45,476.05,0.04K,-0.04%,USD
1045,09/13/2019,475.18,476.22,477.2,476.05,0.05K,-0.01%,USD
1046,09/12/2019,475.22,476.33,477.17,475.6,0.03K,-0.02%,USD
1047,09/11/2019,475.33,476.6,476.8,475.77,0.07K,-0.06%,USD
1048,09/10/2019,475.6,476.6,477.3,476.0,0.67K,0.00%,USD
1049,09/09/2019,475.6,476.33,477.65,476.15,0.65K,0.06%,USD
1050,09/06/2019,475.33,476.33,477.35,476.1,0.26K,0.00%,USD
1051,09/05/2019,475.33,476.5,477.9,476.17,0.33K,-0.04%,USD
1052,09/04/2019,475.5,476.3,477.45,476.0,0.26K,0.04%,USD
1053,09/03/2019,475.3,476.11,476.8,475.55,0.48K,0.04%,USD
1054,09/02/2019,475.11,476.11,476.75,475.8,0.09K,0.00%,USD
1055,08/30/2019,475.11,475.96,476.7,475.73,0.13K,0.23%,USD
1056,08/29/2019,474.0,475.85,476.8,475.41,0.04K,0.00%,USD
1057,08/28/2019,474.0,475.92,476.5,475.42,0.04K,-0.19%,USD
1058,08/27/2019,474.92,476.0,476.6,475.46,0.05K,-0.01%,USD
1059,08/26/2019,474.98,475.98,476.9,475.95,0.04K,0.00%,USD
1060,08/23/2019,474.98,475.9,476.1,475.88,0.05K,0.02%,USD
1061,08/22/2019,474.9,475.94,476.1,475.8,0.04K,-0.01%,USD
1062,08/21/2019,474.94,475.9,476.2,475.88,0.04K,0.01%,USD
1063,08/20/2019,474.87,475.9,476.0,475.87,0.04K,-0.01%,USD
1064,08/19/2019,474.9,475.87,476.2,475.85,0.05K,0.01%,USD
1065,08/16/2019,474.87,475.85,476.6,475.8,0.04K,0.00%,USD
1066,08/15/2019,474.85,475.72,476.1,475.72,0.05K,0.03%,USD
1067,08/14/2019,474.72,475.92,476.3,475.36,0.25K,-0.04%,USD
1068,08/13/2019,474.92,475.8,476.0,475.75,0.04K,0.03%,USD
1069,08/12/2019,474.8,476.13,476.6,475.8,0.06K,-0.07%,USD
1070,08/09/2019,475.13,476.2,476.6,476.05,0.03K,-0.01%,USD
1071,08/08/2019,475.2,476.45,476.73,476.1,0.03K,0.04%,USD
1072,08/07/2019,475.0,476.18,476.73,476.0,0.04K,-0.04%,USD
1073,08/06/2019,475.18,476.12,476.6,475.55,0.04K,0.25%,USD
1074,08/05/2019,474.0,475.88,476.58,475.4,0.02K,-0.19%,USD
1075,08/02/2019,474.88,475.5,476.45,474.94,0.03K,-0.01%,USD
1076,08/01/2019,474.91,475.8,475.95,475.4,0.03K,0.02%,USD
1077,07/31/2019,474.8,475.8,476.6,475.38,0.03K,0.00%,USD
1078,07/30/2019,474.8,476.1,476.1,475.4,0.05K,-0.06%,USD
1079,07/29/2019,475.1,475.95,477.06,475.45,0.25K,0.03%,USD
1080,07/26/2019,474.95,475.9,476.55,475.4,0.03K,0.01%,USD
1081,07/25/2019,474.9,475.95,476.48,475.35,0.03K,-0.01%,USD
1082,07/24/2019,474.95,476.12,477.15,475.15,0.04K,-0.04%,USD
1083,07/23/2019,475.12,476.18,477.1,475.8,0.03K,-0.01%,USD
1084,07/22/2019,475.18,476.45,477.23,475.59,0.03K,-0.06%,USD
1085,07/19/2019,475.45,476.4,477.24,476.17,0.03K,0.01%,USD
1086,07/18/2019,475.4,476.44,476.72,476.15,0.04K,-0.01%,USD
1087,07/17/2019,475.44,476.72,477.36,475.55,0.04K,-0.06%,USD
1088,07/16/2019,475.72,476.65,477.37,475.75,0.03K,0.01%,USD
1089,07/15/2019,475.65,476.65,477.45,476.3,0.03K,0.00%,USD
1090,07/12/2019,475.65,476.92,478.0,476.33,0.04K,-0.06%,USD
1091,07/11/2019,475.92,476.55,478.0,476.5,0.03K,0.08%,USD
1092,07/10/2019,475.55,477.0,478.0,476.55,0.03K,-0.09%,USD
1093,07/09/2019,476.0,476.9,478.0,475.9,0.03K,0.02%,USD
1094,07/08/2019,475.9,477.01,478.01,476.45,0.03K,-0.02%,USD
1095,07/05/2019,476.01,477.01,478.01,476.5,0.02K,0.00%,USD
1096,07/04/2019,476.01,477.02,477.02,476.5,0.01K,0.00%,USD
1097,07/03/2019,476.02,477.1,478.05,476.5,0.02K,-0.02%,USD
1098,07/02/2019,476.1,477.1,478.55,476.5,0.04K,0.00%,USD
1099,07/01/2019,476.1,477.1,478.05,476.5,0.03K,0.00%,USD
1100,06/28/2019,476.1,477.32,479.16,476.05,0.03K,-0.05%,USD
1101,06/27/2019,476.32,477.33,478.17,476.1,0.02K,0.00%,USD
1102,06/26/2019,476.33,477.05,477.67,476.5,0.04K,0.06%,USD
1103,06/25/2019,476.05,477.52,478.4,477.02,0.04K,-0.10%,USD
1104,06/24/2019,476.52,477.52,477.77,476.75,0.03K,0.00%,USD
1105,06/21/2019,476.52,477.52,477.77,476.75,0.02K,0.00%,USD
1106,06/20/2019,476.52,477.78,477.89,477.26,0.03K,-0.05%,USD
1107,06/19/2019,476.78,477.75,477.89,476.8,0.03K,0.01%,USD
1108,06/18/2019,476.75,477.8,477.9,476.75,0.04K,-0.01%,USD
1109,06/17/2019,476.8,478.4,478.45,477.3,0.02K,-0.13%,USD
1110,06/14/2019,477.4,478.52,478.76,478.05,0.04K,-0.03%,USD
1111,06/13/2019,477.52,479.0,479.5,478.0,0.05K,-0.10%,USD
1112,06/12/2019,478.0,479.36,479.68,479.0,0.03K,-0.08%,USD
1113,06/11/2019,478.36,479.6,480.6,478.93,0.02K,-0.05%,USD
1114,06/10/2019,478.6,479.6,480.6,478.65,0.03K,0.00%,USD
1115,06/07/2019,478.6,479.55,479.8,479.0,0.04K,0.01%,USD
1116,06/06/2019,478.55,479.79,480.4,478.77,0.03K,-0.05%,USD
1117,06/05/2019,478.79,480.0,480.3,479.39,0.04K,-0.04%,USD
1118,06/04/2019,479.0,480.08,481.2,479.5,0.03K,-0.02%,USD
1119,06/03/2019,479.08,480.1,480.5,480.0,0.04K,0.00%,USD
1120,05/31/2019,479.1,480.25,480.63,479.75,0.03K,-0.03%,USD
1121,05/30/2019,479.25,480.3,480.65,478.85,0.05K,-0.01%,USD
1122,05/29/2019,479.3,480.15,480.67,479.5,0.04K,0.03%,USD
1123,05/28/2019,479.15,480.18,480.59,480.08,0.04K,-0.01%,USD
1124,05/27/2019,479.18,480.03,480.59,479.5,0.02K,0.03%,USD
1125,05/24/2019,479.03,479.95,480.52,478.75,0.03K,0.02%,USD
1126,05/23/2019,478.95,479.62,480.0,478.95,0.03K,0.07%,USD
1127,05/22/2019,478.62,479.55,479.82,479.0,0.04K,0.01%,USD
1128,05/21/2019,478.55,480.02,480.02,478.75,0.04K,-0.10%,USD
1129,05/20/2019,479.02,479.7,480.55,479.35,0.04K,0.07%,USD
1130,05/17/2019,478.7,480.1,480.1,478.85,0.03K,-0.08%,USD
1131,05/16/2019,479.1,480.5,480.75,479.55,0.05K,-0.08%,USD
1132,05/15/2019,479.5,480.8,481.55,479.75,0.04K,-0.06%,USD
1133,05/14/2019,479.8,481.32,481.66,480.4,0.04K,-0.11%,USD
1134,05/13/2019,480.32,481.4,482.58,481.15,0.04K,-0.17%,USD
1135,05/10/2019,481.15,481.96,482.6,481.45,0.03K,0.04%,USD
1136,05/09/2019,480.96,481.96,482.48,481.48,0.03K,0.00%,USD
1137,05/08/2019,480.96,481.64,482.5,481.25,0.04K,0.07%,USD
1138,05/07/2019,480.64,481.28,482.55,481.13,0.25K,0.07%,USD
1139,05/06/2019,480.28,480.7,482.3,480.52,0.26K,0.12%,USD
1140,05/03/2019,479.7,480.45,481.0,480.2,0.05K,0.05%,USD
1141,05/02/2019,479.45,480.45,481.23,480.0,0.04K,0.00%,USD
1142,05/01/2019,479.45,480.45,480.48,480.4,0.02K,0.00%,USD
1143,04/30/2019,479.45,481.25,481.63,480.0,0.05K,-0.17%,USD
1144,04/29/2019,480.25,481.3,481.75,481.05,0.04K,0.05%,USD
1145,04/26/2019,480.0,481.75,482.77,481.1,1.47K,0.00%,USD
1146,04/25/2019,480.0,481.75,482.79,481.02,1.43K,0.00%,USD
1147,04/24/2019,480.0,481.75,482.77,481.25,1.45K,0.00%,USD
1148,04/23/2019,480.0,481.75,483.05,481.0,2.34K,0.00%,USD
1149,04/22/2019,480.0,482.31,484.75,481.48,1.93K,-0.27%,USD
1150,04/19/2019,481.31,482.8,483.5,481.75,0.99K,-0.10%,USD
1151,04/18/2019,481.8,483.38,483.69,481.75,1.02K,-0.04%,USD
1152,04/17/2019,482.0,484.3,485.25,482.75,1.01K,-0.27%,USD
1153,04/16/2019,483.3,486.75,487.0,483.6,1.71K,-0.04%,USD
1154,04/15/2019,483.5,485.0,487.05,484.38,2.31K,-0.10%,USD
1155,04/12/2019,484.0,486.5,487.45,484.5,2.14K,0.21%,USD
1156,04/11/2019,483.0,486.75,487.4,483.08,2.73K,-0.10%,USD
1157,04/10/2019,483.5,487.25,487.76,484.6,2.93K,-0.21%,USD
1158,04/09/2019,484.5,487.25,488.15,484.95,2.47K,0.00%,USD
1159,04/08/2019,484.5,488.0,488.25,486.1,2.44K,-0.21%,USD
1160,04/05/2019,485.5,486.75,488.3,486.63,3.72K,0.10%,USD
1161,04/04/2019,485.0,486.75,488.3,486.2,4.25K,0.00%,USD
1162,04/03/2019,485.0,486.25,488.25,485.23,4.26K,0.10%,USD
1163,04/02/2019,484.5,486.75,488.05,484.95,4.51K,0.21%,USD
1164,04/01/2019,483.5,486.42,487.75,485.1,3.30K,-0.21%,USD
1165,03/29/2019,484.5,486.75,487.75,485.05,4.09K,0.21%,USD
1166,03/28/2019,483.5,486.75,487.8,485.05,3.93K,0.00%,USD
1167,03/27/2019,483.5,486.75,487.9,485.0,3.86K,0.00%,USD
1168,03/26/2019,483.5,486.75,487.6,484.85,3.68K,0.00%,USD
1169,03/25/2019,483.5,485.86,487.6,484.92,3.04K,0.00%,USD
1170,03/22/2019,483.5,487.0,487.55,484.0,2.65K,-0.10%,USD
1171,03/21/2019,484.0,487.0,487.55,485.3,2.36K,0.00%,USD
1172,03/20/2019,484.0,487.0,487.65,485.45,1.74K,0.00%,USD
1173,03/19/2019,484.0,487.5,487.75,485.5,3.46K,-0.56%,USD
1174,03/18/2019,486.75,487.38,488.05,486.25,3.05K,-0.10%,USD
1175,03/15/2019,487.25,487.75,488.85,486.75,3.66K,-0.05%,USD
1176,03/14/2019,487.5,487.5,488.85,487.0,3.40K,0.00%,USD
1177,03/13/2019,487.5,488.5,490.7,487.5,3.46K,-0.10%,USD
1178,03/12/2019,488.0,488.0,490.1,488.0,3.43K,0.00%,USD
1179,03/11/2019,488.0,490.08,490.08,488.0,2.50K,-0.10%,USD
1180,03/08/2019,488.5,488.5,489.58,488.5,1.16K,0.00%,USD
1181,03/07/2019,488.5,490.25,490.25,487.5,2.24K,-0.05%,USD
1182,03/06/2019,488.75,489.75,490.8,488.25,2.11K,-0.10%,USD
1183,03/05/2019,489.25,489.25,490.4,488.75,4.26K,0.00%,USD
1184,03/04/2019,489.25,489.9,490.43,488.75,3.11K,-0.15%,USD
1185,03/01/2019,490.0,490.5,491.18,489.0,2.55K,0.15%,USD
1186,02/28/2019,489.25,487.75,490.15,487.75,2.39K,0.15%,USD
1187,02/27/2019,488.5,488.5,490.3,487.5,2.45K,0.00%,USD
1188,02/26/2019,488.5,488.5,489.5,487.5,1.72K,0.00%,USD
1189,02/25/2019,488.5,489.2,489.4,487.0,1.87K,0.05%,USD
1190,02/22/2019,488.25,488.25,489.46,487.25,3.18K,0.10%,USD
1191,02/21/2019,487.75,487.25,488.95,486.75,3.87K,0.00%,USD
1192,02/20/2019,487.75,487.75,488.95,486.25,3.17K,0.00%,USD
1193,02/19/2019,487.75,487.75,489.05,487.25,2.95K,0.00%,USD
1194,02/18/2019,487.75,488.76,488.76,487.75,2.52K,0.10%,USD
1195,02/15/2019,487.25,487.75,488.73,486.75,3.16K,-0.10%,USD
1196,02/14/2019,487.75,488.75,489.6,486.75,3.13K,-0.20%,USD
1197,02/13/2019,488.75,489.75,490.35,486.75,2.82K,-0.05%,USD
1198,02/12/2019,489.0,489.5,489.7,489.0,3.02K,-0.25%,USD
1199,02/11/2019,490.25,489.93,490.85,489.25,2.49K,0.51%,USD
1200,02/08/2019,487.75,487.75,489.45,486.25,2.37K,0.00%,USD
1201,02/07/2019,487.75,486.75,488.25,486.75,2.47K,0.10%,USD
1202,02/06/2019,487.25,486.25,488.01,486.25,3.47K,0.10%,USD
1203,02/05/2019,486.75,486.75,487.9,486.25,2.39K,0.00%,USD
1204,02/04/2019,486.75,487.3,487.75,486.25,2.30K,0.05%,USD
1205,02/01/2019,486.5,486.5,488.1,486.5,2.53K,0.00%,USD
1206,01/31/2019,486.5,486.0,488.4,484.5,3.46K,0.05%,USD
1207,01/30/2019,486.25,486.25,487.85,484.75,3.41K,0.00%,USD
1208,01/29/2019,486.25,485.75,487.29,485.75,3.44K,0.05%,USD
1209,01/28/2019,486.0,486.0,486.75,485.0,2.21K,0.00%,USD
1210,01/25/2019,486.0,486.0,487.4,485.0,2.42K,0.00%,USD
1211,01/24/2019,486.0,485.5,486.78,485.0,2.98K,0.05%,USD
1212,01/23/2019,485.75,485.25,486.43,484.25,3.21K,0.05%,USD
1213,01/22/2019,485.5,485.5,486.67,484.5,3.18K,0.00%,USD
1214,01/21/2019,485.5,486.9,486.9,485.5,1.93K,-0.15%,USD
1215,01/18/2019,486.25,485.75,486.55,484.75,4.35K,0.00%,USD
1216,01/17/2019,486.25,486.25,487.3,484.75,4.08K,0.00%,USD
1217,01/16/2019,486.25,485.75,487.55,484.75,0.14K,0.05%,USD
1218,01/15/2019,486.0,486.0,488.2,486.0,,0.00%,USD
1219,01/14/2019,486.0,486.0,487.6,486.0,0.04K,0.00%,USD
1220,01/11/2019,486.0,486.0,487.1,486.0,3.49K,0.00%,USD
1221,01/10/2019,486.0,484.5,487.0,484.5,,0.15%,USD
1222,01/09/2019,485.25,485.75,486.95,484.75,,0.15%,USD
1223,01/08/2019,484.5,484.0,485.3,482.5,0.39K,-0.15%,USD
1224,01/07/2019,485.25,485.25,485.75,484.75,0.17K,0.00%,USD
1225,01/04/2019,485.25,485.25,485.75,484.75,3.14K,0.00%,USD
1226,01/03/2019,485.25,485.25,485.75,483.75,0.05K,0.00%,USD
1227,01/02/2019,485.25,485.25,485.75,484.75,0.17K,0.00%,USD
1228,01/01/2019,485.25,485.25,485.45,485.25,0.27K,0.00%,USD
1229,12/31/2018,485.25,484.75,485.75,484.75,,0.05%,USD
1230,12/28/2018,485.0,485.0,486.2,485.0,,0.00%,USD
1231,12/27/2018,485.0,485.0,486.2,485.0,,0.00%,USD
1232,12/26/2018,485.0,485.0,486.1,485.0,,0.00%,USD
1233,12/25/2018,485.0,485.0,485.9,485.0,,0.00%,USD
1234,12/24/2018,485.0,486.31,486.31,485.0,,0.14%,USD
1235,12/21/2018,484.31,483.5,484.5,483.0,,-0.19%,USD
1236,12/20/2018,485.25,485.75,486.28,484.75,,-0.05%,USD
1237,12/19/2018,485.5,485.5,486.7,485.0,,0.00%,USD
1238,12/18/2018,485.5,485.5,486.5,485.5,,0.00%,USD
1239,12/17/2018,485.5,486.35,486.35,485.0,,0.00%,USD
1240,12/14/2018,485.5,486.0,486.7,485.2,,0.06%,USD
1241,12/13/2018,485.2,485.0,485.9,484.0,,-0.16%,USD
1242,12/12/2018,486.0,485.5,486.9,484.5,,0.05%,USD
1243,12/11/2018,485.75,485.75,487.15,485.25,,0.00%,USD
1244,12/10/2018,485.75,486.23,486.38,484.75,,0.00%,USD
1245,12/07/2018,485.75,485.75,486.65,485.25,,0.00%,USD
1246,12/06/2018,485.75,485.75,486.51,485.25,,0.00%,USD
1247,12/05/2018,485.75,485.75,486.4,485.55,,0.00%,USD
1248,12/04/2018,485.75,485.75,486.75,485.25,,0.00%,USD
1249,12/03/2018,485.75,485.75,486.55,484.75,,0.00%,USD
1250,11/30/2018,485.75,485.75,486.48,485.25,,0.00%,USD
1251,11/29/2018,485.75,485.75,486.35,485.25,,0.00%,USD
1252,11/28/2018,485.75,485.75,486.55,485.25,,0.00%,USD
1253,11/27/2018,485.75,485.25,486.95,485.25,,0.05%,USD
1254,11/26/2018,485.5,485.5,486.6,485.0,,0.00%,USD
1255,11/23/2018,485.5,485.0,486.1,485.0,,0.05%,USD
1256,11/22/2018,485.25,485.25,486.04,484.75,,0.00%,USD
1257,11/21/2018,485.25,485.25,486.25,484.75,,0.21%,USD
1258,11/20/2018,484.25,485.25,486.05,484.25,,-0.31%,USD
1259,11/19/2018,485.75,485.75,487.05,485.25,,0.00%,USD
1260,11/16/2018,485.75,487.75,487.75,485.25,,-0.21%,USD
1261,11/15/2018,486.75,487.75,488.2,485.15,,-0.10%,USD
1262,11/14/2018,487.25,487.25,488.4,486.75,,0.00%,USD
1263,11/13/2018,487.25,487.25,488.75,487.25,,0.00%,USD
1264,11/12/2018,487.25,486.75,488.75,486.75,,0.05%,USD
1265,11/09/2018,487.0,487.0,488.1,487.0,,0.00%,USD
1266,11/08/2018,487.0,487.0,487.82,487.0,,0.00%,USD
1267,11/07/2018,487.0,487.0,487.9,487.0,,0.00%,USD
1268,11/06/2018,487.0,487.0,488.0,487.0,,0.00%,USD
1269,11/05/2018,487.0,486.0,488.2,486.0,,0.10%,USD
1270,11/02/2018,486.5,486.5,488.0,486.4,,0.00%,USD
1271,11/01/2018,486.5,486.0,488.2,486.0,,0.05%,USD
1272,10/31/2018,486.25,485.75,487.45,485.75,,0.05%,USD
1273,10/30/2018,486.0,486.5,487.1,486.0,,-0.05%,USD
1274,10/29/2018,486.25,485.75,487.05,485.75,,0.05%,USD
