,Date,Price,Open,High,Low,Vol.,Change %,Currency
2064,10/20/2015,470.95,472.1,473.6,469.45,,-0.56%,USD
2065,10/19/2015,473.6,472.0,474.25,470.9,,0.25%,USD
2066,10/16/2015,472.4,470.95,473.5,470.0,,-0.01%,USD
2067,10/15/2015,472.45,470.88,473.0,470.0,,0.01%,USD
2068,10/14/2015,472.38,471.95,474.5,470.0,,-0.23%,USD
2069,10/13/2015,473.45,473.4,475.0,471.95,,-0.31%,USD
2070,10/12/2015,474.9,473.45,475.0,471.0,,-0.01%,USD
2071,10/09/2015,474.95,470.85,475.0,470.85,,0.55%,USD
2072,10/08/2015,472.35,470.9,473.5,470.5,,-0.01%,USD
2073,10/07/2015,472.4,470.95,475.5,469.0,,-0.01%,USD
2074,10/06/2015,472.45,470.88,473.5,470.0,,0.01%,USD
2075,10/05/2015,472.38,472.4,474.0,470.5,,-0.32%,USD
2076,10/02/2015,473.9,471.95,474.0,470.0,,0.10%,USD
2077,10/01/2015,473.45,471.45,475.5,470.0,,0.11%,USD
2078,09/30/2015,472.95,471.95,473.5,470.0,,-0.11%,USD
2079,09/29/2015,473.45,474.35,476.1,471.95,,-0.50%,USD
2080,09/28/2015,475.85,473.95,476.1,472.0,,0.08%,USD
2081,09/25/2015,475.45,471.4,476.1,471.4,,0.54%,USD
2082,09/24/2015,472.9,471.45,474.5,470.5,,-0.01%,USD
2083,09/23/2015,472.95,475.45,480.0,471.45,,-0.84%,USD
2084,09/22/2015,476.95,476.85,483.5,472.5,,-0.29%,USD
2085,09/21/2015,478.35,476.9,483.5,476.85,,-0.02%,USD
2086,09/18/2015,478.45,478.85,483.5,476.5,,-0.40%,USD
2087,09/17/2015,480.35,480.8,483.5,478.5,,-0.40%,USD
2088,09/16/2015,482.3,481.9,483.5,480.5,,-0.23%,USD
2089,09/15/2015,483.4,481.95,483.5,481.9,,-0.01%,USD
2090,09/14/2015,483.45,482.45,483.95,481.95,,-0.10%,USD
2091,09/11/2015,483.95,484.45,485.95,482.0,,-0.41%,USD
2092,09/10/2015,485.95,483.3,485.95,482.45,,0.24%,USD
2093,09/09/2015,484.8,483.2,485.25,482.5,,0.02%,USD
2094,09/08/2015,484.7,483.35,485.1,482.5,,-0.03%,USD
2095,09/07/2015,484.85,483.4,485.0,482.0,,-0.01%,USD
2096,09/04/2015,484.9,483.55,485.5,482.5,,-0.03%,USD
2097,09/03/2015,485.05,483.45,485.7,480.0,,0.02%,USD
2098,09/02/2015,484.95,481.45,485.0,480.0,,0.41%,USD
2099,09/01/2015,482.95,480.45,483.5,480.0,,0.21%,USD
2100,08/31/2015,481.95,480.55,482.5,480.0,,-0.02%,USD
2101,08/28/2015,482.05,480.85,484.5,480.0,,-0.06%,USD
2102,08/27/2015,482.35,482.4,484.5,479.0,,-0.32%,USD
2103,08/26/2015,483.9,481.95,484.6,481.95,,0.09%,USD
2104,08/25/2015,483.45,481.4,484.5,481.4,,0.11%,USD
2105,08/24/2015,482.9,477.45,483.5,477.0,,0.82%,USD
2106,08/21/2015,478.95,476.05,480.0,475.0,,0.29%,USD
2107,08/20/2015,477.55,475.7,477.9,475.0,,0.07%,USD
2108,08/19/2015,477.2,475.75,477.5,474.5,,-0.01%,USD
2109,08/18/2015,477.25,476.4,478.0,475.5,,-0.14%,USD
2110,08/17/2015,477.9,476.4,479.0,475.0,,0.00%,USD
2111,08/14/2015,477.9,476.45,478.5,475.0,,-0.01%,USD
2112,08/13/2015,477.95,476.8,479.0,476.0,,-0.07%,USD
2113,08/12/2015,478.3,477.0,478.5,475.5,,-0.04%,USD
2114,08/11/2015,478.5,476.55,478.5,475.5,,0.09%,USD
2115,08/10/2015,478.05,476.45,479.0,476.0,,0.02%,USD
2116,08/07/2015,477.95,476.4,478.5,476.0,,0.01%,USD
2117,08/06/2015,477.9,476.55,478.5,475.0,,-0.03%,USD
2118,08/05/2015,478.05,475.95,478.5,475.0,,0.13%,USD
2119,08/04/2015,477.45,475.95,478.5,475.0,,0.00%,USD
2120,08/03/2015,477.45,476.45,478.0,475.0,,-0.10%,USD
2121,07/31/2015,477.95,475.45,479.0,475.0,,0.21%,USD
2122,07/30/2015,476.95,476.9,479.0,475.0,,-0.30%,USD
2123,07/29/2015,478.4,476.95,479.0,475.0,,-0.01%,USD
2124,07/28/2015,478.45,476.7,479.1,475.0,,0.05%,USD
2125,07/27/2015,478.2,474.95,478.5,474.95,,0.37%,USD
2126,07/24/2015,476.45,476.4,480.0,474.95,,-0.30%,USD
2127,07/23/2015,477.9,476.45,480.0,475.0,,-0.01%,USD
2128,07/22/2015,477.95,476.95,480.0,475.0,,-0.10%,USD
2129,07/21/2015,478.45,480.0,481.5,475.0,,-0.63%,USD
2130,07/20/2015,481.5,478.9,481.6,475.0,,0.23%,USD
2131,07/17/2015,480.4,478.4,480.5,474.5,,0.10%,USD
2132,07/16/2015,479.9,477.4,480.0,475.0,,0.21%,USD
2133,07/15/2015,478.9,477.95,479.45,475.0,,-0.11%,USD
2134,07/14/2015,479.45,477.0,479.6,474.5,,0.20%,USD
2135,07/13/2015,478.5,476.88,478.5,474.5,,0.03%,USD
2136,07/10/2015,478.38,474.85,478.5,473.5,,0.43%,USD
2137,07/09/2015,476.35,474.95,477.0,473.5,,-0.02%,USD
2138,07/08/2015,476.45,473.85,476.7,473.0,,0.23%,USD
2139,07/07/2015,475.35,472.75,475.5,470.5,,0.23%,USD
2140,07/06/2015,474.25,472.2,476.0,470.5,,0.12%,USD
2141,07/03/2015,473.7,472.65,475.0,472.0,,-0.09%,USD
2142,07/02/2015,474.15,471.0,474.3,470.5,,0.35%,USD
2143,07/01/2015,472.5,471.05,474.0,469.5,,-0.01%,USD
2144,06/30/2015,472.55,471.9,474.0,469.5,,-0.18%,USD
2145,06/29/2015,473.4,471.95,474.0,471.0,,-0.01%,USD
2146,06/26/2015,473.45,471.45,474.5,471.0,,0.11%,USD
2147,06/25/2015,472.95,470.75,473.0,470.25,,0.15%,USD
2148,06/24/2015,472.25,471.6,473.3,470.0,,-0.08%,USD
2149,06/23/2015,472.65,471.45,473.0,470.0,,-0.06%,USD
2150,06/22/2015,472.95,471.88,473.9,470.0,,-0.09%,USD
2151,06/19/2015,473.38,472.3,474.0,471.0,,-0.09%,USD
2152,06/18/2015,473.8,472.45,476.0,471.0,,-0.03%,USD
2153,06/17/2015,473.95,473.0,477.5,472.45,,-0.12%,USD
2154,06/16/2015,474.5,473.0,477.5,472.0,,0.00%,USD
2155,06/15/2015,474.5,475.0,477.5,471.0,,-0.42%,USD
2156,06/12/2015,476.5,475.4,477.5,473.5,,-0.08%,USD
2157,06/11/2015,476.9,477.95,479.5,474.0,,-0.53%,USD
2158,06/10/2015,479.45,474.85,479.5,474.5,,0.65%,USD
2159,06/09/2015,476.35,474.15,479.5,472.0,,0.15%,USD
2160,06/08/2015,475.65,474.85,479.5,471.0,,-0.15%,USD
2161,06/05/2015,476.35,475.65,479.5,474.8,,-0.17%,USD
2162,06/04/2015,477.15,475.8,479.5,475.5,,-0.03%,USD
2163,06/03/2015,477.3,475.95,479.5,475.2,,-0.03%,USD
2164,06/02/2015,477.45,475.45,479.5,475.3,,0.10%,USD
2165,06/01/2015,476.95,478.0,479.5,475.4,,-0.53%,USD
2166,05/29/2015,479.5,477.9,479.5,477.5,,0.02%,USD
2167,05/28/2015,479.4,477.7,479.5,477.7,,0.03%,USD
2168,05/27/2015,479.25,478.0,480.0,476.0,,-0.05%,USD
2169,05/26/2015,479.5,476.8,481.5,476.8,,0.25%,USD
2170,05/25/2015,478.3,476.8,479.5,475.0,,0.00%,USD
2171,05/22/2015,478.3,474.75,479.5,474.0,,0.43%,USD
2172,05/21/2015,476.25,475.95,479.5,474.0,,-0.25%,USD
2173,05/20/2015,477.45,480.35,481.85,475.0,,-0.91%,USD
2174,05/19/2015,481.85,480.4,482.0,476.5,,-0.01%,USD
2175,05/18/2015,481.9,481.95,483.45,478.0,,-0.32%,USD
2176,05/15/2015,483.45,481.45,483.6,478.0,,0.10%,USD
2177,05/14/2015,482.95,479.05,483.0,478.0,,0.50%,USD
2178,05/13/2015,480.55,479.05,482.4,478.0,,0.00%,USD
2179,05/12/2015,480.55,478.55,481.5,478.0,,0.10%,USD
2180,05/11/2015,480.05,478.5,481.5,478.0,,0.01%,USD
2181,05/08/2015,480.0,479.45,481.5,478.0,,-0.20%,USD
2182,05/07/2015,480.95,479.9,482.0,478.0,,-0.09%,USD
2183,05/06/2015,481.4,481.15,482.65,478.0,,-0.26%,USD
2184,05/05/2015,482.65,481.15,482.7,477.0,,0.00%,USD
2185,05/04/2015,482.65,476.45,482.7,475.0,,0.98%,USD
2186,05/01/2015,477.95,476.75,478.25,476.45,,-0.06%,USD
2187,04/30/2015,478.25,474.95,478.7,472.0,,0.38%,USD
2188,04/29/2015,476.45,474.0,476.8,472.0,,0.20%,USD
2189,04/28/2015,475.5,474.0,476.0,472.0,,0.00%,USD
2190,04/27/2015,475.5,471.95,475.7,471.95,,0.43%,USD
2191,04/24/2015,473.45,472.0,473.5,471.95,,-0.01%,USD
2192,04/23/2015,473.5,471.45,473.5,471.45,,0.12%,USD
2193,04/22/2015,472.95,473.0,474.5,471.45,,-0.33%,USD
2194,04/21/2015,474.5,472.0,474.6,471.5,,0.21%,USD
2195,04/20/2015,473.5,471.25,473.6,470.5,,0.16%,USD
2196,04/17/2015,472.75,471.45,473.2,470.5,,-0.04%,USD
2197,04/16/2015,472.95,470.7,473.5,470.0,,0.16%,USD
2198,04/15/2015,472.2,471.2,473.5,469.0,,-0.11%,USD
2199,04/14/2015,472.7,473.0,476.5,469.5,,-0.38%,USD
2200,04/13/2015,474.5,474.8,476.5,470.5,,-0.38%,USD
2201,04/10/2015,476.3,475.0,476.6,473.5,,-0.04%,USD
2202,04/09/2015,476.5,474.85,476.6,473.1,,0.03%,USD
2203,04/08/2015,476.35,474.0,476.5,473.5,,0.18%,USD
2204,04/07/2015,475.5,474.05,475.6,470.0,,-0.01%,USD
2205,04/06/2015,475.55,474.15,475.65,470.0,,-0.02%,USD
2206,04/03/2015,475.65,471.8,476.0,470.0,,0.50%,USD
2207,04/02/2015,473.3,470.9,473.8,470.0,,0.19%,USD
2208,04/01/2015,472.4,470.0,472.7,469.5,,0.19%,USD
2209,03/31/2015,471.5,469.45,472.1,469.0,,0.12%,USD
2210,03/30/2015,470.95,470.2,471.7,469.45,,-0.16%,USD
2211,03/27/2015,471.7,469.7,472.6,469.5,,0.11%,USD
2212,03/26/2015,471.2,470.4,472.3,469.5,,-0.15%,USD
2213,03/25/2015,471.9,471.15,473.0,467.0,,-0.16%,USD
2214,03/24/2015,472.65,474.2,475.7,470.0,,-0.64%,USD
2215,03/23/2015,475.7,476.2,478.5,472.0,,-0.42%,USD
2216,03/20/2015,477.7,477.45,481.5,476.0,,-0.26%,USD
2217,03/19/2015,478.95,477.4,481.5,477.4,,0.01%,USD
2218,03/18/2015,478.9,477.0,482.5,477.0,,0.08%,USD
2219,03/17/2015,478.5,477.3,481.5,476.5,,-0.06%,USD
2220,03/16/2015,478.8,479.0,481.5,477.3,,-0.35%,USD
2221,03/13/2015,480.5,480.1,481.6,478.9,,-0.23%,USD
2222,03/12/2015,481.6,482.05,483.55,479.0,,-0.40%,USD
2223,03/11/2015,483.55,480.8,483.7,477.0,,0.26%,USD
2224,03/10/2015,482.3,478.9,482.5,478.75,,0.40%,USD
2225,03/09/2015,480.4,478.05,480.5,478.0,,0.18%,USD
2226,03/06/2015,479.55,478.5,480.2,476.5,,-0.09%,USD
2227,03/05/2015,480.0,477.8,480.0,476.5,,0.15%,USD
2228,03/04/2015,479.3,477.45,479.5,476.5,,0.07%,USD
2229,03/03/2015,478.95,477.15,479.0,476.5,,0.06%,USD
2230,03/02/2015,478.65,476.35,478.8,476.0,,0.17%,USD
2231,02/27/2015,477.85,476.85,478.5,476.0,,-0.10%,USD
2232,02/26/2015,478.35,476.9,478.6,476.0,,-0.01%,USD
2233,02/25/2015,478.4,477.0,478.5,476.0,,-0.02%,USD
2234,02/24/2015,478.5,477.0,478.5,476.0,,0.00%,USD
2235,02/23/2015,478.5,476.5,478.6,476.0,,0.10%,USD
2236,02/20/2015,478.0,476.95,478.45,476.0,,-0.09%,USD
2237,02/19/2015,478.45,477.0,479.0,476.5,,-0.01%,USD
2238,02/18/2015,478.5,477.25,479.0,476.5,,-0.05%,USD
2239,02/17/2015,478.75,476.2,479.1,476.0,,0.22%,USD
2240,02/16/2015,477.7,477.2,478.7,476.0,,-0.21%,USD
2241,02/13/2015,478.7,476.8,479.1,475.0,,0.08%,USD
2242,02/12/2015,478.3,477.4,479.0,476.0,,-0.13%,USD
2243,02/11/2015,478.9,476.7,479.1,476.7,,0.15%,USD
2244,02/10/2015,478.2,476.75,479.0,476.0,,-0.01%,USD
2245,02/09/2015,478.25,476.95,479.0,476.0,,-0.04%,USD
2246,02/06/2015,478.45,473.8,479.5,473.5,,0.66%,USD
2247,02/05/2015,475.3,474.0,476.5,473.5,,-0.04%,USD
2248,02/04/2015,475.5,474.0,475.5,473.0,,-0.11%,USD
2249,02/03/2015,476.0,473.0,476.5,473.0,,0.00%,USD
2250,02/02/2015,476.0,473.0,477.0,473.0,,0.00%,USD
2251,01/30/2015,476.0,473.0,476.5,473.0,,0.00%,USD
2252,01/29/2015,476.0,473.0,476.0,473.0,,0.11%,USD
2253,01/28/2015,475.5,473.5,475.5,473.5,,-0.11%,USD
2254,01/27/2015,476.0,473.0,476.0,472.0,,0.53%,USD
2255,01/26/2015,473.5,470.0,475.0,470.0,,0.11%,USD
2256,01/23/2015,473.0,468.0,475.5,467.0,,0.85%,USD
2257,01/22/2015,469.0,469.0,475.5,467.0,,0.00%,USD
2258,01/21/2015,469.0,473.0,474.5,468.0,,-1.37%,USD
2259,01/20/2015,475.5,476.0,478.5,473.0,,-0.50%,USD
2260,01/19/2015,477.9,475.0,478.4,474.5,,0.00%,USD
2261,01/16/2015,477.9,476.0,478.0,474.5,,0.08%,USD
2262,01/15/2015,477.5,475.0,478.5,474.5,,-1.04%,USD
2263,01/14/2015,482.5,475.0,484.5,474.5,,1.05%,USD
2264,01/13/2015,477.5,474.0,477.5,470.0,,0.32%,USD
2265,01/12/2015,476.0,470.0,476.0,470.0,,0.42%,USD
2266,01/09/2015,474.0,470.0,474.0,470.0,,0.00%,USD
2267,01/08/2015,474.0,470.0,474.0,470.0,,0.00%,USD
2268,01/07/2015,474.0,470.0,474.0,470.0,,0.00%,USD
2269,01/06/2015,474.0,470.0,474.0,470.0,,0.00%,USD
2270,01/05/2015,474.0,470.0,474.0,470.0,,0.00%,USD
2271,01/02/2015,474.0,470.0,474.0,470.0,,0.00%,USD
2272,01/01/2015,474.0,470.0,474.0,470.0,,0.00%,USD
2273,12/31/2014,474.0,470.0,474.0,470.0,,0.00%,USD
2274,12/30/2014,474.0,467.0,474.0,460.0,,0.42%,USD
2275,12/29/2014,472.0,465.0,474.5,460.0,,2.05%,USD
2276,12/26/2014,462.5,457.0,463.5,455.0,,0.33%,USD
2277,12/25/2014,461.0,453.0,461.0,453.0,,0.44%,USD
2278,12/24/2014,459.0,454.0,465.0,454.0,,-0.65%,USD
2279,12/23/2014,462.0,455.0,467.0,450.0,,0.43%,USD
2280,12/22/2014,460.0,450.0,460.0,450.0,,-1.08%,USD
2281,12/19/2014,465.0,450.0,465.0,450.0,,-1.06%,USD
2282,12/18/2014,470.0,450.0,470.0,450.0,,-0.84%,USD
2283,12/17/2014,474.0,468.0,474.0,468.0,,0.00%,USD
2284,12/16/2014,474.0,468.0,474.0,468.0,,0.00%,USD
2285,12/15/2014,474.0,465.0,474.0,465.0,,0.00%,USD
2286,12/12/2014,474.0,462.0,474.0,460.0,,2.49%,USD
2287,12/11/2014,462.5,443.0,462.5,443.0,,2.21%,USD
2288,12/10/2014,452.5,445.0,452.5,445.0,,-0.55%,USD
2289,12/09/2014,455.0,453.0,458.0,461.0,,-0.22%,USD
2290,12/08/2014,456.0,440.0,458.0,448.0,,2.70%,USD
2291,12/05/2014,444.0,440.0,444.0,448.0,,-1.88%,USD
2292,12/04/2014,452.5,440.0,452.5,439.0,,2.26%,USD
2293,12/03/2014,442.5,439.0,442.5,439.0,,-0.45%,USD
2294,12/02/2014,444.5,438.0,449.5,438.0,,0.79%,USD
2295,12/01/2014,441.0,433.0,442.1,431.8,,1.50%,USD
2296,11/28/2014,434.5,431.8,434.5,431.8,,0.12%,USD
2297,11/27/2014,434.0,432.3,434.3,430.0,,-0.05%,USD
2298,11/26/2014,434.2,432.2,434.3,431.0,,0.07%,USD
2299,11/25/2014,433.9,429.0,434.1,429.0,,0.56%,USD
2300,11/24/2014,431.5,420.8,434.5,420.0,,2.15%,USD
2301,11/21/2014,422.4,417.25,422.5,417.25,,0.84%,USD
2302,11/20/2014,418.9,415.75,419.1,413.8,,0.46%,USD
2303,11/19/2014,417.0,415.0,417.5,413.5,,-0.02%,USD
2304,11/18/2014,417.1,414.9,417.2,413.5,,0.26%,USD
2305,11/17/2014,416.0,415.5,416.5,413.5,,0.07%,USD
2306,11/14/2014,415.7,414.9,416.2,413.5,,-0.07%,USD
2307,11/13/2014,416.0,414.8,416.2,413.5,,0.02%,USD
2308,11/12/2014,415.9,414.7,416.1,413.5,,0.10%,USD
2309,11/11/2014,415.5,413.6,416.6,413.5,,0.14%,USD
2310,11/10/2014,414.9,414.5,415.5,413.25,,0.00%,USD
2311,11/07/2014,414.9,412.3,415.1,412.3,,0.34%,USD
2312,11/06/2014,413.5,414.0,415.1,412.4,,-0.36%,USD
2313,11/05/2014,415.0,412.7,415.0,410.0,,0.36%,USD
2314,11/04/2014,413.5,411.1,413.5,410.0,,0.36%,USD
2315,11/03/2014,412.0,409.1,412.0,409.1,,0.41%,USD
2316,10/31/2014,410.3,410.1,411.1,409.2,,-0.19%,USD
2317,10/30/2014,411.1,410.0,412.1,409.5,,-0.10%,USD
2318,10/29/2014,411.5,410.4,411.5,409.0,,0.00%,USD
2319,10/28/2014,411.5,408.0,411.8,408.0,,0.22%,USD
2320,10/27/2014,410.6,406.5,411.0,406.5,,0.37%,USD
2321,10/24/2014,409.1,407.0,409.5,406.5,,0.27%,USD
2322,10/23/2014,408.0,407.5,409.0,406.5,,-0.15%,USD
2323,10/22/2014,408.6,408.0,409.6,407.0,,-0.20%,USD
2324,10/21/2014,409.4,408.5,410.4,408.0,,-0.17%,USD
2325,10/20/2014,410.1,407.5,410.2,407.5,,0.22%,USD
2326,10/17/2014,409.2,407.5,409.7,407.5,,0.05%,USD
2327,10/16/2014,409.0,408.5,409.8,407.5,,-0.20%,USD
2328,10/15/2014,409.8,410.5,411.5,408.0,,-0.17%,USD
2329,10/14/2014,410.5,410.5,413.0,409.4,,-0.36%,USD
2330,10/13/2014,412.0,410.5,413.2,410.0,,-0.12%,USD
2331,10/10/2014,412.5,410.0,412.5,410.0,,0.36%,USD
2332,10/09/2014,411.0,409.0,412.5,409.0,,-0.15%,USD
2333,10/08/2014,411.6,408.5,411.6,408.5,,0.10%,USD
2334,10/07/2014,411.2,407.0,411.3,407.0,,0.29%,USD
2335,10/06/2014,410.0,406.5,410.5,406.5,,0.37%,USD
2336,10/03/2014,408.5,406.0,409.0,406.0,,0.10%,USD
2337,10/02/2014,408.1,405.5,408.3,405.5,,0.12%,USD
2338,10/01/2014,407.6,405.5,408.0,405.25,,0.00%,USD
2339,09/30/2014,407.6,406.0,408.0,405.25,,-0.12%,USD
2340,09/29/2014,408.1,406.5,409.0,406.25,,-0.22%,USD
2341,09/26/2014,409.0,405.5,409.0,405.5,,0.31%,USD
2342,09/25/2014,407.75,405.0,407.75,405.0,,0.09%,USD
2343,09/24/2014,407.4,405.0,407.5,405.0,,0.28%,USD
2344,09/23/2014,406.25,406.0,407.25,405.0,,-0.28%,USD
2345,09/22/2014,407.38,405.5,407.62,405.5,,-0.10%,USD
2346,09/19/2014,407.8,406.5,408.0,405.5,,0.17%,USD
2347,09/18/2014,407.1,406.5,407.5,405.75,,-0.61%,USD
2348,09/17/2014,409.6,407.0,409.7,405.75,,0.39%,USD
2349,09/16/2014,408.0,408.0,409.5,407.0,,-0.37%,USD
2350,09/15/2014,409.5,408.5,409.5,408.5,,0.22%,USD
2351,09/12/2014,408.62,408.5,409.62,407.5,,-0.21%,USD
2352,09/11/2014,409.5,408.6,409.7,407.75,,0.00%,USD
2353,09/10/2014,409.5,408.0,409.7,407.75,,-0.02%,USD
2354,09/09/2014,409.6,408.6,409.8,408.0,,-0.07%,USD
2355,09/08/2014,409.9,408.0,410.0,407.5,,0.19%,USD
2356,09/05/2014,409.12,408.5,409.62,407.5,,-0.21%,USD
2357,09/04/2014,410.0,410.0,411.0,408.25,,-0.24%,USD
2358,09/03/2014,411.0,409.5,411.1,409.0,,-0.05%,USD
2359,09/02/2014,411.2,409.5,411.3,409.5,,-0.02%,USD
2360,09/01/2014,411.3,409.5,411.3,409.5,,-0.05%,USD
2361,08/29/2014,411.5,409.5,411.6,409.5,,0.00%,USD
2362,08/28/2014,411.5,409.0,411.6,409.0,,0.12%,USD
2363,08/27/2014,411.0,408.0,411.8,406.8,,0.74%,USD
2364,08/26/2014,408.0,407.0,410.0,407.0,,-0.37%,USD
2365,08/25/2014,409.5,406.5,409.5,406.5,,0.27%,USD
2366,08/22/2014,408.4,406.0,408.5,406.0,,0.22%,USD
2367,08/21/2014,407.5,406.3,407.5,406.0,,-0.02%,USD
2368,08/20/2014,407.6,406.6,407.7,406.0,,-0.02%,USD
2369,08/19/2014,407.7,406.9,408.0,406.0,,0.05%,USD
2370,08/18/2014,407.5,406.5,407.5,406.5,,0.00%,USD
2371,08/15/2014,407.5,409.5,410.7,406.5,,-0.78%,USD
2372,08/14/2014,410.7,409.5,412.5,408.0,,0.02%,USD
2373,08/13/2014,410.6,410.5,412.5,409.5,,-0.34%,USD
2374,08/12/2014,412.0,410.5,412.75,410.5,,-0.12%,USD
2375,08/11/2014,412.5,410.0,412.5,410.0,,0.00%,USD
2376,08/08/2014,412.5,410.75,412.5,409.0,,1.53%,USD
2377,08/07/2014,406.3,408.0,410.5,405.3,,0.00%,USD
2378,08/06/2014,406.3,406.0,409.5,405.2,,-0.02%,USD
2379,08/05/2014,406.4,406.0,408.5,405.4,,-0.05%,USD
2380,08/04/2014,406.6,404.5,408.0,404.5,,-0.22%,USD
2381,08/01/2014,407.5,404.5,407.5,404.5,,0.27%,USD
2382,07/31/2014,406.4,404.5,406.5,404.0,,0.05%,USD
2383,07/30/2014,406.2,405.0,406.5,404.0,,-0.05%,USD
2384,07/29/2014,406.4,405.5,408.0,404.5,,-0.39%,USD
2385,07/28/2014,408.0,407.0,408.0,407.0,,0.37%,USD
2386,07/25/2014,406.5,405.5,408.0,404.5,,0.02%,USD
2387,07/24/2014,406.4,405.5,408.0,404.5,,-0.05%,USD
2388,07/23/2014,406.6,405.4,408.0,405.0,,0.02%,USD
2389,07/22/2014,406.5,405.0,408.0,405.0,,-0.25%,USD
2390,07/21/2014,407.5,405.5,408.0,405.0,,0.02%,USD
2391,07/18/2014,407.4,406.5,408.0,405.5,,-0.02%,USD
2392,07/17/2014,407.5,405.5,408.0,405.5,,0.00%,USD
2393,07/16/2014,407.5,406.7,408.0,405.5,,-0.10%,USD
2394,07/15/2014,407.9,407.0,408.0,405.5,,-0.02%,USD
2395,07/14/2014,408.0,406.0,408.1,406.0,,0.02%,USD
2396,07/11/2014,407.9,407.0,408.1,406.0,,-0.02%,USD
2397,07/10/2014,408.0,406.7,408.1,406.0,,0.10%,USD
2398,07/09/2014,407.6,406.6,408.0,406.0,,0.02%,USD
2399,07/08/2014,407.5,406.7,408.0,406.0,,-0.03%,USD
2400,07/07/2014,407.62,406.0,408.12,406.0,,0.00%,USD
2401,07/04/2014,407.6,406.7,408.0,406.0,,-0.05%,USD
2402,07/03/2014,407.8,406.5,408.0,406.5,,-0.05%,USD
2403,07/02/2014,408.0,407.5,408.5,405.5,,-0.12%,USD
2404,07/01/2014,408.5,406.7,408.6,404.0,,0.20%,USD
2405,06/30/2014,407.7,406.5,407.7,405.0,,0.05%,USD
2406,06/27/2014,407.5,406.5,407.6,406.0,,0.02%,USD
2407,06/26/2014,407.4,406.0,408.0,406.0,,-0.15%,USD
2408,06/25/2014,408.0,406.9,408.2,406.0,,0.00%,USD
2409,06/24/2014,408.0,407.6,408.6,406.5,,-0.15%,USD
2410,06/23/2014,408.6,407.5,409.25,407.25,,0.05%,USD
2411,06/20/2014,408.4,408.0,409.1,407.3,,-0.17%,USD
2412,06/19/2014,409.1,410.0,411.0,407.1,,-0.12%,USD
2413,06/18/2014,409.6,409.6,411.0,408.5,,-0.24%,USD
2414,06/17/2014,410.6,410.0,414.0,409.5,,-0.36%,USD
2415,06/16/2014,412.1,410.0,414.0,410.0,,0.02%,USD
2416,06/13/2014,412.0,410.0,414.0,410.0,,-0.02%,USD
2417,06/12/2014,412.1,409.0,414.0,409.0,,0.05%,USD
2418,06/11/2014,411.9,410.9,412.0,409.0,,-0.02%,USD
2419,06/10/2014,412.0,411.0,414.0,410.0,,-0.10%,USD
2420,06/09/2014,412.4,411.8,414.0,411.0,,-0.02%,USD
2421,06/06/2014,412.5,412.0,414.25,411.25,,-0.31%,USD
2422,06/05/2014,413.8,412.9,414.1,412.0,,-0.05%,USD
2423,06/04/2014,414.0,412.0,414.1,412.0,,0.00%,USD
2424,06/03/2014,414.0,411.5,414.0,411.5,,-0.02%,USD
2425,06/02/2014,414.1,412.9,414.1,411.5,,0.12%,USD
2426,05/30/2014,413.6,412.4,414.0,411.5,,0.05%,USD
2427,05/29/2014,413.4,412.3,414.1,412.2,,-0.14%,USD
2428,05/28/2014,414.0,413.0,414.0,413.0,,0.12%,USD
2429,05/27/2014,413.5,412.6,414.0,411.5,,0.00%,USD
2430,05/26/2014,413.5,412.0,414.36,412.0,,-0.14%,USD
2431,05/23/2014,414.1,412.4,414.1,411.0,,0.32%,USD
2432,05/22/2014,412.78,411.5,413.0,411.4,,0.09%,USD
2433,05/21/2014,412.4,411.5,414.0,411.3,,-0.02%,USD
2434,05/20/2014,412.5,412.0,414.0,411.0,,-0.12%,USD
2435,05/19/2014,413.0,412.5,414.31,411.25,,-0.15%,USD
2436,05/16/2014,413.6,413.8,414.83,412.4,,-0.24%,USD
2437,05/15/2014,414.6,414.1,415.1,413.0,,-0.10%,USD
2438,05/14/2014,415.0,413.0,415.5,412.9,,0.24%,USD
2439,05/13/2014,414.0,412.4,414.35,412.0,,0.12%,USD
2440,05/12/2014,413.5,411.6,413.6,411.6,,0.00%,USD
2441,05/09/2014,413.5,412.5,413.5,412.5,,-0.05%,USD
2442,05/08/2014,413.7,411.9,414.29,411.75,,0.17%,USD
2443,05/07/2014,413.0,412.4,413.5,411.75,,-0.10%,USD
2444,05/06/2014,413.4,413.0,414.76,411.5,,-0.14%,USD
2445,05/05/2014,414.0,413.6,414.7,412.0,,0.12%,USD
2446,05/02/2014,413.5,412.5,413.5,412.5,,0.00%,USD
2447,05/01/2014,413.5,412.5,413.5,412.5,,-0.27%,USD
2448,04/30/2014,414.6,412.5,414.6,412.5,,0.14%,USD
2449,04/29/2014,414.0,411.6,414.1,411.6,,0.34%,USD
2450,04/28/2014,412.6,411.5,413.8,411.5,,-0.20%,USD
2451,04/25/2014,413.44,411.75,413.44,411.4,,-0.01%,USD
2452,04/24/2014,413.5,412.5,413.5,412.5,,-0.27%,USD
2453,04/23/2014,414.6,413.5,415.08,412.5,,0.12%,USD
2454,04/22/2014,414.12,413.4,414.12,413.0,,-0.33%,USD
2455,04/21/2014,415.5,414.5,415.5,414.5,,0.24%,USD
2456,04/18/2014,414.5,412.8,415.5,412.75,,0.12%,USD
